"price.close","ticker","date"
249,"MMM",1
137,"MMM",2
79,"MMM",3
178,"MMM",4
212,"MMM",5
160,"MMM",6
156,"MMM",7
298,"MMM",8
354,"MMM",9
311,"MMM",10
372,"MMM",11
449,"MMM",12
458,"MMM",13
388,"MMM",14
361,"MMM",15
361,"MMM",16
333,"MMM",17
115,"MMM",18
272,"MMM",19
196,"MMM",20
234,"MMM",21
329,"MMM",22
292,"MMM",23
212,"MMM",24
272,"MMM",25
383,"MMM",26
347,"MMM",27
519,"MMM",28
470,"MMM",29
508,"MMM",30
327,"MMM",31
449,"MMM",32
276,"MMM",33
179,"MMM",34
9,"MMM",35
0,"MMM",36
108,"MMM",37
358,"MMM",38
492,"MMM",39
385,"MMM",40
383,"MMM",41
327,"MMM",42
363,"MMM",43
299,"MMM",44
333,"MMM",45
501,"MMM",46
583,"MMM",47
634,"MMM",48
506,"MMM",49
351,"MMM",50
209,"MMM",51
257,"MMM",52
275,"MMM",53
486,"MMM",54
388,"MMM",55
615,"MMM",56
629,"MMM",57
615,"MMM",58
900,"MMM",59
406,"MMM",60
215,"MMM",61
453,"MMM",62
643,"MMM",63
1000,"MMM",64
734,"ABT",1
753,"ABT",2
713,"ABT",3
855,"ABT",4
793,"ABT",5
760,"ABT",6
775,"ABT",7
823,"ABT",8
897,"ABT",9
920,"ABT",10
906,"ABT",11
981,"ABT",12
967,"ABT",13
984,"ABT",14
971,"ABT",15
1000,"ABT",16
990,"ABT",17
971,"ABT",18
964,"ABT",19
486,"ABT",20
273,"ABT",21
266,"ABT",22
224,"ABT",23
161,"ABT",24
217,"ABT",25
143,"ABT",26
144,"ABT",27
161,"ABT",28
148,"ABT",29
147,"ABT",30
91,"ABT",31
182,"ABT",32
106,"ABT",33
112,"ABT",34
40,"ABT",35
91,"ABT",36
58,"ABT",37
144,"ABT",38
242,"ABT",39
272,"ABT",40
329,"ABT",41
375,"ABT",42
357,"ABT",43
361,"ABT",44
312,"ABT",45
311,"ABT",46
277,"ABT",47
274,"ABT",48
269,"ABT",49
203,"ABT",50
127,"ABT",51
99,"ABT",52
67,"ABT",53
77,"ABT",54
61,"ABT",55
112,"ABT",56
109,"ABT",57
251,"ABT",58
375,"ABT",59
134,"ABT",60
0,"ABT",61
85,"ABT",62
227,"ABT",63
330,"ABT",64
0,"ABBV",1
233,"ABBV",2
146,"ABBV",3
322,"ABBV",4
245,"ABBV",5
136,"ABBV",6
140,"ABBV",7
322,"ABBV",8
213,"ABBV",9
242,"ABBV",10
272,"ABBV",11
320,"ABBV",12
358,"ABBV",13
398,"ABBV",14
514,"ABBV",15
521,"ABBV",16
462,"ABBV",17
457,"ABBV",18
427,"ABBV",19
492,"ABBV",20
466,"ABBV",21
524,"ABBV",22
567,"ABBV",23
526,"ABBV",24
641,"ABBV",25
663,"ABBV",26
818,"ABBV",27
823,"ABBV",28
688,"ABBV",29
661,"ABBV",30
597,"ABBV",31
655,"ABBV",32
368,"ABBV",33
396,"ABBV",34
242,"ABBV",35
295,"ABBV",36
245,"ABBV",37
427,"ABBV",38
495,"ABBV",39
584,"ABBV",40
689,"ABBV",41
718,"ABBV",42
705,"ABBV",43
1000,"ABBV",44
988,"ABBV",45
704,"ABBV",46
740,"ABBV",47
561,"ABBV",48
434,"ABBV",49
466,"ABBV",50
327,"ABBV",51
323,"ABBV",52
388,"ABBV",53
453,"ABBV",54
337,"ABBV",55
350,"ABBV",56
333,"ABBV",57
387,"ABBV",58
507,"ABBV",59
318,"ABBV",60
164,"ABBV",61
335,"ABBV",62
572,"ABBV",63
585,"ABBV",64
164,"ABMD",1
106,"ABMD",2
69,"ABMD",3
206,"ABMD",4
102,"ABMD",5
142,"ABMD",6
67,"ABMD",7
138,"ABMD",8
295,"ABMD",9
216,"ABMD",10
272,"ABMD",11
466,"ABMD",12
414,"ABMD",13
497,"ABMD",14
528,"ABMD",15
509,"ABMD",16
540,"ABMD",17
522,"ABMD",18
523,"ABMD",19
385,"ABMD",20
201,"ABMD",21
340,"ABMD",22
316,"ABMD",23
53,"ABMD",24
45,"ABMD",25
56,"ABMD",26
153,"ABMD",27
175,"ABMD",28
132,"ABMD",29
12,"ABMD",30
0,"ABMD",31
153,"ABMD",32
3,"ABMD",33
64,"ABMD",34
84,"ABMD",35
210,"ABMD",36
191,"ABMD",37
364,"ABMD",38
319,"ABMD",39
310,"ABMD",40
372,"ABMD",41
343,"ABMD",42
493,"ABMD",43
512,"ABMD",44
508,"ABMD",45
513,"ABMD",46
672,"ABMD",47
676,"ABMD",48
672,"ABMD",49
555,"ABMD",50
505,"ABMD",51
522,"ABMD",52
592,"ABMD",53
436,"ABMD",54
338,"ABMD",55
502,"ABMD",56
504,"ABMD",57
500,"ABMD",58
668,"ABMD",59
413,"ABMD",60
470,"ABMD",61
723,"ABMD",62
925,"ABMD",63
1000,"ABMD",64
681,"ACN",1
599,"ACN",2
467,"ACN",3
519,"ACN",4
271,"ACN",5
341,"ACN",6
367,"ACN",7
492,"ACN",8
547,"ACN",9
527,"ACN",10
533,"ACN",11
608,"ACN",12
560,"ACN",13
603,"ACN",14
500,"ACN",15
449,"ACN",16
464,"ACN",17
513,"ACN",18
597,"ACN",19
