"price.close","ticker","date"
0,"MMM",1
125,"MMM",2
288,"MMM",3
260,"MMM",4
352,"MMM",5
453,"MMM",6
475,"MMM",7
484,"MMM",8
434,"MMM",9
393,"MMM",10
438,"MMM",11
413,"MMM",12
376,"MMM",13
434,"MMM",14
471,"MMM",15
794,"MMM",16
783,"MMM",17
823,"MMM",18
833,"MMM",19
903,"MMM",20
879,"MMM",21
858,"MMM",22
1000,"MMM",23
938,"MMM",24
947,"MMM",25
951,"MMM",26
965,"MMM",27
871,"MMM",28
878,"MMM",29
954,"MMM",30
810,"MMM",31
776,"MMM",32
910,"MMM",33
848,"MMM",34
867,"MMM",35
919,"MMM",36
949,"MMM",37
933,"MMM",38
886,"MMM",39
880,"MMM",40
899,"MMM",41
825,"MMM",42
842,"MMM",43
779,"MMM",44
710,"MMM",45
911,"MMM",46
886,"MMM",47
836,"MMM",48
797,"MMM",49
874,"MMM",50
733,"MMM",51
880,"MMM",52
383,"MMM",53
478,"MMM",54
421,"MMM",55
320,"MMM",56
349,"MMM",57
427,"MMM",58
541,"MMM",59
543,"MMM",60
544,"MMM",61
632,"MMM",62
581,"MMM",63
514,"MMM",64
141,"ABT",1
241,"ABT",2
243,"ABT",3
0,"ABT",4
120,"ABT",5
206,"ABT",6
324,"ABT",7
272,"ABT",8
167,"ABT",9
134,"ABT",10
321,"ABT",11
378,"ABT",12
366,"ABT",13
300,"ABT",14
375,"ABT",15
586,"ABT",16
602,"ABT",17
603,"ABT",18
647,"ABT",19
790,"ABT",20
868,"ABT",21
797,"ABT",22
899,"ABT",23
912,"ABT",24
858,"ABT",25
858,"ABT",26
931,"ABT",27
837,"ABT",28
952,"ABT",29
840,"ABT",30
698,"ABT",31
660,"ABT",32
810,"ABT",33
792,"ABT",34
959,"ABT",35
948,"ABT",36
993,"ABT",37
900,"ABT",38
902,"ABT",39
896,"ABT",40
897,"ABT",41
816,"ABT",42
904,"ABT",43
865,"ABT",44
691,"ABT",45
878,"ABT",46
920,"ABT",47
918,"ABT",48
823,"ABT",49
879,"ABT",50
725,"ABT",51
798,"ABT",52
925,"ABT",53
1000,"ABT",54
871,"ABT",55
618,"ABT",56
673,"ABT",57
745,"ABT",58
845,"ABT",59
845,"ABT",60
834,"ABT",61
962,"ABT",62
873,"ABT",63
814,"ABT",64
432,"ABBV",1
476,"ABBV",2
530,"ABBV",3
429,"ABBV",4
464,"ABBV",5
489,"ABBV",6
464,"ABBV",7
472,"ABBV",8
348,"ABBV",9
357,"ABBV",10
496,"ABBV",11
520,"ABBV",12
497,"ABBV",13
413,"ABBV",14
350,"ABBV",15
0,"ABBV",16
130,"ABBV",17
226,"ABBV",18
271,"ABBV",19
314,"ABBV",20
367,"ABBV",21
711,"ABBV",22
952,"ABBV",23
892,"ABBV",24
979,"ABBV",25
914,"ABBV",26
1000,"ABBV",27
943,"ABBV",28
884,"ABBV",29
793,"ABBV",30
754,"ABBV",31
730,"ABBV",32
740,"ABBV",33
763,"ABBV",34
802,"ABBV",35
774,"ABBV",36
809,"ABBV",37
812,"ABBV",38
810,"ABBV",39
757,"ABBV",40
739,"ABBV",41
622,"ABBV",42
677,"ABBV",43
595,"ABBV",44
494,"ABBV",45
561,"ABBV",46
504,"ABBV",47
529,"ABBV",48
489,"ABBV",49
473,"ABBV",50
363,"ABBV",51
452,"ABBV",52
511,"ABBV",53
590,"ABBV",54
511,"ABBV",55
470,"ABBV",56
500,"ABBV",57
587,"ABBV",58
650,"ABBV",59
642,"ABBV",60
660,"ABBV",61
704,"ABBV",62
726,"ABBV",63
691,"ABBV",64
667,"ABMD",1
706,"ABMD",2
760,"ABMD",3
472,"ABMD",4
516,"ABMD",5
429,"ABMD",6
469,"ABMD",7
446,"ABMD",8
437,"ABMD",9
539,"ABMD",10
795,"ABMD",11
805,"ABMD",12
871,"ABMD",13
852,"ABMD",14
821,"ABMD",15
616,"ABMD",16
793,"ABMD",17
799,"ABMD",18
842,"ABMD",19
1000,"ABMD",20
0,"ABMD",21
115,"ABMD",22
216,"ABMD",23
334,"ABMD",24
350,"ABMD",25
397,"ABMD",26
379,"ABMD",27
328,"ABMD",28
407,"ABMD",29
331,"ABMD",30
317,"ABMD",31
344,"ABMD",32
297,"ABMD",33
305,"ABMD",34
297,"ABMD",35
276,"ABMD",36
384,"ABMD",37
402,"ABMD",38
393,"ABMD",39
414,"ABMD",40
464,"ABMD",41
396,"ABMD",42
476,"ABMD",43
508,"ABMD",44
305,"ABMD",45
358,"ABMD",46
334,"ABMD",47
567,"ABMD",48
439,"ABMD",49
504,"ABMD",50
446,"ABMD",51
365,"ABMD",52
497,"ABMD",53
