"price.close","ticker","date"
808,"MMM",1
796,"MMM",2
783,"MMM",3
799,"MMM",4
677,"MMM",5
723,"MMM",6
777,"MMM",7
845,"MMM",8
859,"MMM",9
824,"MMM",10
876,"MMM",11
855,"MMM",12
874,"MMM",13
813,"MMM",14
798,"MMM",15
533,"MMM",16
525,"MMM",17
498,"MMM",18
605,"MMM",19
620,"MMM",20
626,"MMM",21
615,"MMM",22
561,"MMM",23
573,"MMM",24
601,"MMM",25
522,"MMM",26
506,"MMM",27
611,"MMM",28
487,"MMM",29
489,"MMM",30
439,"MMM",31
478,"MMM",32
521,"MMM",33
480,"MMM",34
371,"MMM",35
258,"MMM",36
201,"MMM",37
44,"MMM",38
2,"MMM",39
230,"MMM",40
282,"MMM",41
296,"MMM",42
204,"MMM",43
41,"MMM",44
163,"MMM",45
186,"MMM",46
101,"MMM",47
261,"MMM",48
146,"MMM",49
143,"MMM",50
164,"MMM",51
144,"MMM",52
269,"MMM",53
296,"MMM",54
240,"MMM",55
91,"MMM",56
110,"MMM",57
19,"MMM",58
3,"MMM",59
0,"MMM",60
88,"MMM",61
35,"MMM",62
177,"MMM",63
187,"MMM",64
144,"MMM",65
251,"MMM",66
391,"MMM",67
367,"MMM",68
445,"MMM",69
532,"MMM",70
551,"MMM",71
558,"MMM",72
516,"MMM",73
480,"MMM",74
519,"MMM",75
497,"MMM",76
466,"MMM",77
516,"MMM",78
547,"MMM",79
824,"MMM",80
815,"MMM",81
848,"MMM",82
857,"MMM",83
917,"MMM",84
896,"MMM",85
878,"MMM",86
1000,"MMM",87
947,"MMM",88
954,"MMM",89
958,"MMM",90
970,"MMM",91
890,"MMM",92
895,"MMM",93
961,"MMM",94
837,"MMM",95
808,"MMM",96
923,"MMM",97
870,"MMM",98
886,"MMM",99
931,"MMM",100
956,"MMM",101
943,"MMM",102
902,"MMM",103
897,"MMM",104
913,"MMM",105
850,"MMM",106
864,"MMM",107
811,"MMM",108
752,"MMM",109
923,"MMM",110
902,"MMM",111
859,"MMM",112
826,"MMM",113
892,"MMM",114
772,"MMM",115
897,"MMM",116
472,"MMM",117
553,"MMM",118
504,"MMM",119
