"price.close","ticker","date"
205,"MMM",1
219,"MMM",2
187,"MMM",3
215,"MMM",4
164,"MMM",5
127,"MMM",6
197,"MMM",7
173,"MMM",8
170,"MMM",9
163,"MMM",10
228,"MMM",11
238,"MMM",12
228,"MMM",13
229,"MMM",14
95,"MMM",15
135,"MMM",16
140,"MMM",17
175,"MMM",18
65,"MMM",19
33,"MMM",20
52,"MMM",21
0,"MMM",22
45,"MMM",23
48,"MMM",24
83,"MMM",25
153,"MMM",26
212,"MMM",27
255,"MMM",28
363,"MMM",29
394,"MMM",30
399,"MMM",31
490,"MMM",32
465,"MMM",33
488,"MMM",34
629,"MMM",35
690,"MMM",36
702,"MMM",37
676,"MMM",38
646,"MMM",39
832,"MMM",40
834,"MMM",41
803,"MMM",42
781,"MMM",43
791,"MMM",44
814,"MMM",45
834,"MMM",46
904,"MMM",47
920,"MMM",48
857,"MMM",49
903,"MMM",50
856,"MMM",51
965,"MMM",52
1000,"MMM",53
953,"MMM",54
958,"MMM",55
953,"MMM",56
920,"MMM",57
862,"MMM",58
892,"MMM",59
876,"MMM",60
908,"MMM",61
910,"MMM",62
0,"ABT",1
46,"ABT",2
97,"ABT",3
259,"ABT",4
253,"ABT",5
335,"ABT",6
304,"ABT",7
250,"ABT",8
281,"ABT",9
277,"ABT",10
256,"ABT",11
202,"ABT",12
211,"ABT",13
193,"ABT",14
188,"ABT",15
188,"ABT",16
286,"ABT",17
292,"ABT",18
293,"ABT",19
407,"ABT",20
491,"ABT",21
554,"ABT",22
559,"ABT",23
506,"ABT",24
575,"ABT",25
502,"ABT",26
523,"ABT",27
553,"ABT",28
625,"ABT",29
689,"ABT",30
742,"ABT",31
772,"ABT",32
845,"ABT",33
893,"ABT",34
893,"ABT",35
952,"ABT",36
994,"ABT",37
961,"ABT",38
904,"ABT",39
980,"ABT",40
995,"ABT",41
929,"ABT",42
911,"ABT",43
892,"ABT",44
946,"ABT",45
986,"ABT",46
1000,"ABT",47
971,"ABT",48
862,"ABT",49
940,"ABT",50
889,"ABT",51
920,"ABT",52
889,"ABT",53
862,"ABT",54
863,"ABT",55
857,"ABT",56
851,"ABT",57
847,"ABT",58
847,"ABT",59
842,"ABT",60
824,"ABT",61
803,"ABT",62
367,"ABBV",1
502,"ABBV",2
575,"ABBV",3
578,"ABBV",4
642,"ABBV",5
621,"ABBV",6
174,"ABBV",7
195,"ABBV",8
303,"ABBV",9
283,"ABBV",10
253,"ABBV",11
210,"ABBV",12
175,"ABBV",13
146,"ABBV",14
88,"ABBV",15
210,"ABBV",16
193,"ABBV",17
0,"ABBV",18
65,"ABBV",19
169,"ABBV",20
135,"ABBV",21
135,"ABBV",22
102,"ABBV",23
99,"ABBV",24
85,"ABBV",25
79,"ABBV",26
128,"ABBV",27
64,"ABBV",28
77,"ABBV",29
125,"ABBV",30
251,"ABBV",31
225,"ABBV",32
270,"ABBV",33
279,"ABBV",34
207,"ABBV",35
296,"ABBV",36
319,"ABBV",37
338,"ABBV",38
280,"ABBV",39
432,"ABBV",40
496,"ABBV",41
509,"ABBV",42
541,"ABBV",43
563,"ABBV",44
632,"ABBV",45
687,"ABBV",46
897,"ABBV",47
893,"ABBV",48
865,"ABBV",49
1000,"ABBV",50
900,"ABBV",51
868,"ABBV",52
885,"ABBV",53
816,"ABBV",54
842,"ABBV",55
862,"ABBV",56
858,"ABBV",57
931,"ABBV",58
912,"ABBV",59
880,"ABBV",60
833,"ABBV",61
787,"ABBV",62
390,"ABMD",1
550,"ABMD",2
506,"ABMD",3
534,"ABMD",4
614,"ABMD",5
384,"ABMD",6
338,"ABMD",7
390,"ABMD",8
546,"ABMD",9
468,"ABMD",10
433,"ABMD",11
383,"ABMD",12
365,"ABMD",13
353,"ABMD",14
387,"ABMD",15
506,"ABMD",16
94,"ABMD",17
224,"ABMD",18
96,"ABMD",19
107,"ABMD",20
70,"ABMD",21
0,"ABMD",22
40,"ABMD",23
302,"ABMD",24
275,"ABMD",25
218,"ABMD",26
205,"ABMD",27
214,"ABMD",28
155,"ABMD",29
229,"ABMD",30
308,"ABMD",31
479,"ABMD",32
589,"ABMD",33
647,"ABMD",34
609,"ABMD",35
604,"ABMD",36
616,"ABMD",37
654,"ABMD",38
655,"ABMD",39
812,"ABMD",40
753,"ABMD",41
785,"ABMD",42
741,"ABMD",43
