"price.close","ticker","date"
456,"MMM",1
144,"MMM",2
0,"MMM",3
97,"MMM",4
420,"MMM",5
250,"MMM",6
176,"MMM",7
166,"MMM",8
100,"MMM",9
85,"MMM",10
282,"MMM",11
277,"MMM",12
328,"MMM",13
610,"MMM",14
453,"MMM",15
471,"MMM",16
420,"MMM",17
446,"MMM",18
631,"MMM",19
308,"MMM",20
486,"MMM",21
615,"MMM",22
519,"MMM",23
666,"MMM",24
626,"MMM",25
522,"MMM",26
605,"MMM",27
491,"MMM",28
612,"MMM",29
615,"MMM",30
697,"MMM",31
738,"MMM",32
712,"MMM",33
799,"MMM",34
857,"MMM",35
883,"MMM",36
864,"MMM",37
924,"MMM",38
843,"MMM",39
1000,"MMM",40
811,"MMM",41
718,"MMM",42
752,"MMM",43
481,"MMM",44
651,"MMM",45
304,"MMM",46
259,"MMM",47
491,"MMM",48
345,"MMM",49
637,"MMM",50
470,"MMM",51
659,"MMM",52
591,"MMM",53
661,"MMM",54
631,"MMM",55
647,"MMM",56
341,"MMM",57
332,"MMM",58
409,"MMM",59
624,"MMM",60
531,"MMM",61
337,"ABT",1
339,"ABT",2
223,"ABT",3
305,"ABT",4
513,"ABT",5
404,"ABT",6
490,"ABT",7
271,"ABT",8
196,"ABT",9
122,"ABT",10
244,"ABT",11
183,"ABT",12
147,"ABT",13
244,"ABT",14
101,"ABT",15
167,"ABT",16
61,"ABT",17
0,"ABT",18
418,"ABT",19
305,"ABT",20
411,"ABT",21
547,"ABT",22
398,"ABT",23
506,"ABT",24
472,"ABT",25
251,"ABT",26
341,"ABT",27
343,"ABT",28
409,"ABT",29
606,"ABT",30
678,"ABT",31
678,"ABT",32
723,"ABT",33
920,"ABT",34
884,"ABT",35
918,"ABT",36
902,"ABT",37
950,"ABT",38
895,"ABT",39
861,"ABT",40
832,"ABT",41
814,"ABT",42
911,"ABT",43
699,"ABT",44
773,"ABT",45
624,"ABT",46
653,"ABT",47
868,"ABT",48
785,"ABT",49
1000,"ABT",50
832,"ABT",51
900,"ABT",52
911,"ABT",53
918,"ABT",54
918,"ABT",55
812,"ABT",56
705,"ABT",57
699,"ABT",58
762,"ABT",59
830,"ABT",60
660,"ABT",61
856,"ABBV",1
754,"ABBV",2
728,"ABBV",3
942,"ABBV",4
1000,"ABBV",5
847,"ABBV",6
846,"ABBV",7
651,"ABBV",8
676,"ABBV",9
609,"ABBV",10
